date,EBAY stock,isPartial
2014-06-01,40,False
2014-06-02,61,False
2014-06-03,68,False
2014-06-04,59,False
2014-06-05,62,False
2014-06-06,58,False
2014-06-07,57,False
2014-06-08,44,False
2014-06-09,71,False
2014-06-10,100,False
2014-06-11,93,False
2014-06-12,50,False
2014-06-13,43,False
2014-06-14,52,False
2014-06-15,45,False
2014-06-16,55,False
2014-06-17,67,False
2014-06-18,68,False
2014-06-19,62,False
2014-06-20,63,False
2014-06-21,50,False
2014-06-22,56,False
2014-06-23,64,False
2014-06-24,72,False
2014-06-25,65,False
2014-06-26,55,False
2014-06-27,55,False
2014-06-28,48,False
2014-06-29,54,False
2014-06-30,53,False
