date,MCD stock,isPartial
2013-08-01,27,False
2013-08-02,64,False
2013-08-03,33,False
2013-08-04,25,False
2013-08-05,55,False
2013-08-06,20,False
2013-08-07,82,False
2013-08-08,21,False
2013-08-09,58,False
2013-08-10,37,False
2013-08-11,25,False
2013-08-12,47,False
2013-08-13,60,False
2013-08-14,31,False
2013-08-15,100,False
2013-08-16,36,False
2013-08-17,49,False
2013-08-18,24,False
2013-08-19,53,False
2013-08-20,26,False
2013-08-21,20,False
2013-08-22,61,False
2013-08-23,73,False
2013-08-24,0,False
2013-08-25,24,False
2013-08-26,39,False
2013-08-27,45,False
2013-08-28,49,False
2013-08-29,33,False
2013-08-30,41,False
2013-08-31,31,False
