date,NFLX stock,isPartial
2013-06-01,55,False
2013-06-02,22,False
2013-06-03,63,False
2013-06-04,63,False
2013-06-05,54,False
2013-06-06,55,False
2013-06-07,28,False
2013-06-08,0,False
2013-06-09,44,False
2013-06-10,36,False
2013-06-11,35,False
2013-06-12,81,False
2013-06-13,45,False
2013-06-14,39,False
2013-06-15,33,False
2013-06-16,22,False
2013-06-17,90,False
2013-06-18,45,False
2013-06-19,100,False
2013-06-20,37,False
2013-06-21,39,False
2013-06-22,34,False
2013-06-23,22,False
2013-06-24,18,False
2013-06-25,72,False
2013-06-26,18,False
2013-06-27,55,False
2013-06-28,39,False
2013-06-29,23,False
2013-06-30,45,False
