date,MCD stock,isPartial
2016-08-01,66,False
2016-08-02,61,False
2016-08-03,67,False
2016-08-04,58,False
2016-08-05,100,False
2016-08-06,56,False
2016-08-07,43,False
2016-08-08,45,False
2016-08-09,72,False
2016-08-10,36,False
2016-08-11,51,False
2016-08-12,38,False
2016-08-13,21,False
2016-08-14,16,False
2016-08-15,24,False
2016-08-16,42,False
2016-08-17,47,False
2016-08-18,52,False
2016-08-19,63,False
2016-08-20,16,False
2016-08-21,16,False
2016-08-22,41,False
2016-08-23,28,False
2016-08-24,54,False
2016-08-25,61,False
2016-08-26,55,False
2016-08-27,15,False
2016-08-28,15,False
2016-08-29,21,False
2016-08-30,78,False
2016-08-31,56,False
