date,FB stock,isPartial
2014-09-01,19,False
2014-09-02,57,False
2014-09-03,100,False
2014-09-04,52,False
2014-09-05,75,False
2014-09-06,24,False
2014-09-07,26,False
2014-09-08,83,False
2014-09-09,66,False
2014-09-10,62,False
2014-09-11,78,False
2014-09-12,59,False
2014-09-13,20,False
2014-09-14,19,False
2014-09-15,78,False
2014-09-16,77,False
2014-09-17,70,False
2014-09-18,58,False
2014-09-19,76,False
2014-09-20,30,False
2014-09-21,19,False
2014-09-22,52,False
2014-09-23,76,False
2014-09-24,70,False
2014-09-25,65,False
2014-09-26,91,False
2014-09-27,20,False
2014-09-28,26,False
2014-09-29,57,False
2014-09-30,58,False
