date,GILD stock,isPartial
2013-02-01,0,False
2013-02-02,38,False
2013-02-03,37,False
2013-02-04,63,False
2013-02-05,32,False
2013-02-06,64,False
2013-02-07,32,False
2013-02-08,100,False
2013-02-09,38,False
2013-02-10,38,False
2013-02-11,65,False
2013-02-12,66,False
2013-02-13,0,False
2013-02-14,65,False
2013-02-15,67,False
2013-02-16,38,False
2013-02-17,0,False
2013-02-18,32,False
2013-02-19,47,False
2013-02-20,32,False
2013-02-21,94,False
2013-02-22,33,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,46,False
2013-02-26,62,False
2013-02-27,62,False
2013-02-28,0,False
