date,PEP stock,isPartial
2019-03-01,55,False
2019-03-02,35,False
2019-03-03,17,False
2019-03-04,70,False
2019-03-05,46,False
2019-03-06,67,False
2019-03-07,92,False
2019-03-08,40,False
2019-03-09,17,False
2019-03-10,0,False
2019-03-11,30,False
2019-03-12,53,False
2019-03-13,68,False
2019-03-14,31,False
2019-03-15,71,False
2019-03-16,52,False
2019-03-17,17,False
2019-03-18,31,False
2019-03-19,52,False
2019-03-20,31,False
2019-03-21,87,False
2019-03-22,73,False
2019-03-23,53,False
2019-03-24,16,False
2019-03-25,23,False
2019-03-26,100,False
2019-03-27,62,False
2019-03-28,55,False
2019-03-29,90,False
2019-03-30,18,False
2019-03-31,26,False
