date,ODP stock,isPartial
2012-03-01,53,False
2012-03-02,0,False
2012-03-03,0,False
2012-03-04,0,False
2012-03-05,52,False
2012-03-06,50,False
2012-03-07,50,False
2012-03-08,77,False
2012-03-09,0,False
2012-03-10,0,False
2012-03-11,60,False
2012-03-12,50,False
2012-03-13,50,False
2012-03-14,0,False
2012-03-15,0,False
2012-03-16,53,False
2012-03-17,0,False
2012-03-18,0,False
2012-03-19,51,False
2012-03-20,51,False
2012-03-21,51,False
2012-03-22,52,False
2012-03-23,0,False
2012-03-24,0,False
2012-03-25,0,False
2012-03-26,100,False
2012-03-27,50,False
2012-03-28,51,False
2012-03-29,52,False
2012-03-30,54,False
2012-03-31,61,False
