date,COST stock,isPartial
2012-08-01,79,False
2012-08-02,100,False
2012-08-03,79,False
2012-08-04,49,False
2012-08-05,57,False
2012-08-06,65,False
2012-08-07,68,False
2012-08-08,69,False
2012-08-09,96,False
2012-08-10,65,False
2012-08-11,45,False
2012-08-12,85,False
2012-08-13,72,False
2012-08-14,69,False
2012-08-15,58,False
2012-08-16,83,False
2012-08-17,62,False
2012-08-18,57,False
2012-08-19,58,False
2012-08-20,64,False
2012-08-21,96,False
2012-08-22,72,False
2012-08-23,99,False
2012-08-24,89,False
2012-08-25,59,False
2012-08-26,46,False
2012-08-27,79,False
2012-08-28,85,False
2012-08-29,64,False
2012-08-30,55,False
2012-08-31,82,False
