date,ATVI stock,isPartial
2016-10-01,37,False
2016-10-02,24,False
2016-10-03,42,False
2016-10-04,63,False
2016-10-05,21,False
2016-10-06,50,False
2016-10-07,51,False
2016-10-08,25,False
2016-10-09,24,False
2016-10-10,57,False
2016-10-11,78,False
2016-10-12,50,False
2016-10-13,36,False
2016-10-14,74,False
2016-10-15,49,False
2016-10-16,24,False
2016-10-17,35,False
2016-10-18,63,False
2016-10-19,56,False
2016-10-20,35,False
2016-10-21,66,False
2016-10-22,37,False
2016-10-23,48,False
2016-10-24,83,False
2016-10-25,77,False
2016-10-26,56,False
2016-10-27,100,False
2016-10-28,60,False
2016-10-29,50,False
2016-10-30,0,False
2016-10-31,65,False
