date,MAT stock,isPartial
2017-10-01,22,False
2017-10-02,26,False
2017-10-03,22,False
2017-10-04,30,False
2017-10-05,40,False
2017-10-06,27,False
2017-10-07,23,False
2017-10-08,0,False
2017-10-09,48,False
2017-10-10,43,False
2017-10-11,35,False
2017-10-12,22,False
2017-10-13,45,False
2017-10-14,31,False
2017-10-15,15,False
2017-10-16,43,False
2017-10-17,34,False
2017-10-18,22,False
2017-10-19,13,False
2017-10-20,27,False
2017-10-21,20,False
2017-10-22,22,False
2017-10-23,45,False
2017-10-24,32,False
2017-10-25,32,False
2017-10-26,61,False
2017-10-27,100,False
2017-10-28,22,False
2017-10-29,22,False
2017-10-30,34,False
2017-10-31,48,False
