date,COST stock,isPartial
2017-08-01,85,False
2017-08-02,82,False
2017-08-03,100,False
2017-08-04,69,False
2017-08-05,56,False
2017-08-06,46,False
2017-08-07,82,False
2017-08-08,85,False
2017-08-09,88,False
2017-08-10,85,False
2017-08-11,72,False
2017-08-12,34,False
2017-08-13,37,False
2017-08-14,71,False
2017-08-15,80,False
2017-08-16,61,False
2017-08-17,71,False
2017-08-18,61,False
2017-08-19,28,False
2017-08-20,48,False
2017-08-21,69,False
2017-08-22,70,False
2017-08-23,68,False
2017-08-24,90,False
2017-08-25,92,False
2017-08-26,43,False
2017-08-27,41,False
2017-08-28,79,False
2017-08-29,74,False
2017-08-30,81,False
2017-08-31,85,False
