date,WMT stock,isPartial
2017-05-01,28,False
2017-05-02,27,False
2017-05-03,31,False
2017-05-04,40,False
2017-05-05,38,False
2017-05-06,15,False
2017-05-07,6,False
2017-05-08,25,False
2017-05-09,54,False
2017-05-10,38,False
2017-05-11,28,False
2017-05-12,54,False
2017-05-13,17,False
2017-05-14,9,False
2017-05-15,36,False
2017-05-16,39,False
2017-05-17,53,False
2017-05-18,100,False
2017-05-19,74,False
2017-05-20,16,False
2017-05-21,4,False
2017-05-22,51,False
2017-05-23,55,False
2017-05-24,38,False
2017-05-25,50,False
2017-05-26,36,False
2017-05-27,9,False
2017-05-28,7,False
2017-05-29,8,False
2017-05-30,52,False
2017-05-31,46,False
