date,AMZN stock,isPartial
2018-05-01,100,False
2018-05-02,97,False
2018-05-03,84,False
2018-05-04,89,False
2018-05-05,22,False
2018-05-06,18,False
2018-05-07,87,False
2018-05-08,99,False
2018-05-09,89,False
2018-05-10,95,False
2018-05-11,90,False
2018-05-12,22,False
2018-05-13,12,False
2018-05-14,83,False
2018-05-15,91,False
2018-05-16,80,False
2018-05-17,67,False
2018-05-18,72,False
2018-05-19,19,False
2018-05-20,7,False
2018-05-21,72,False
2018-05-22,57,False
2018-05-23,69,False
2018-05-24,75,False
2018-05-25,60,False
2018-05-26,15,False
2018-05-27,7,False
2018-05-28,16,False
2018-05-29,68,False
2018-05-30,63,False
2018-05-31,77,False
