date,NFLX stock,isPartial
2016-12-01,79,False
2016-12-02,56,False
2016-12-03,21,False
2016-12-04,7,False
2016-12-05,65,False
2016-12-06,64,False
2016-12-07,53,False
2016-12-08,91,False
2016-12-09,100,False
2016-12-10,21,False
2016-12-11,13,False
2016-12-12,35,False
2016-12-13,90,False
2016-12-14,42,False
2016-12-15,79,False
2016-12-16,52,False
2016-12-17,21,False
2016-12-18,7,False
2016-12-19,49,False
2016-12-20,69,False
2016-12-21,57,False
2016-12-22,72,False
2016-12-23,67,False
2016-12-24,8,False
2016-12-25,8,False
2016-12-26,0,False
2016-12-27,64,False
2016-12-28,58,False
2016-12-29,26,False
2016-12-30,47,False
2016-12-31,22,False
