date,COST stock,isPartial
2019-02-01,83,False
2019-02-02,49,False
2019-02-03,48,False
2019-02-04,77,False
2019-02-05,72,False
2019-02-06,60,False
2019-02-07,89,False
2019-02-08,64,False
2019-02-09,64,False
2019-02-10,52,False
2019-02-11,92,False
2019-02-12,75,False
2019-02-13,92,False
2019-02-14,63,False
2019-02-15,81,False
2019-02-16,54,False
2019-02-17,72,False
2019-02-18,79,False
2019-02-19,95,False
2019-02-20,90,False
2019-02-21,75,False
2019-02-22,90,False
2019-02-23,76,False
2019-02-24,70,False
2019-02-25,100,False
2019-02-26,97,False
2019-02-27,82,False
2019-02-28,100,False
