date,COST stock,isPartial
2018-08-01,66,False
2018-08-02,90,False
2018-08-03,100,False
2018-08-04,70,False
2018-08-05,54,False
2018-08-06,70,False
2018-08-07,76,False
2018-08-08,61,False
2018-08-09,76,False
2018-08-10,57,False
2018-08-11,50,False
2018-08-12,44,False
2018-08-13,75,False
2018-08-14,72,False
2018-08-15,67,False
2018-08-16,64,False
2018-08-17,49,False
2018-08-18,43,False
2018-08-19,42,False
2018-08-20,66,False
2018-08-21,74,False
2018-08-22,75,False
2018-08-23,77,False
2018-08-24,73,False
2018-08-25,64,False
2018-08-26,47,False
2018-08-27,71,False
2018-08-28,54,False
2018-08-29,76,False
2018-08-30,63,False
2018-08-31,59,False
