date,EXPE stock,isPartial
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,63,False
2016-10-04,31,False
2016-10-05,32,False
2016-10-06,64,False
2016-10-07,49,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,64,False
2016-10-11,0,False
2016-10-12,65,False
2016-10-13,32,False
2016-10-14,67,False
2016-10-15,37,False
2016-10-16,0,False
2016-10-17,31,False
2016-10-18,62,False
2016-10-19,0,False
2016-10-20,63,False
2016-10-21,33,False
2016-10-22,0,False
2016-10-23,0,False
2016-10-24,31,False
2016-10-25,47,False
2016-10-26,94,False
2016-10-27,48,False
2016-10-28,100,False
2016-10-29,37,False
2016-10-30,0,False
2016-10-31,32,False
