date,ATVI stock,isPartial
2014-05-01,55,False
2014-05-02,36,False
2014-05-03,40,False
2014-05-04,0,False
2014-05-05,34,False
2014-05-06,33,False
2014-05-07,100,False
2014-05-08,67,False
2014-05-09,0,False
2014-05-10,80,False
2014-05-11,39,False
2014-05-12,0,False
2014-05-13,49,False
2014-05-14,33,False
2014-05-15,51,False
2014-05-16,86,False
2014-05-17,0,False
2014-05-18,0,False
2014-05-19,100,False
2014-05-20,50,False
2014-05-21,36,False
2014-05-22,37,False
2014-05-23,38,False
2014-05-24,45,False
2014-05-25,0,False
2014-05-26,75,False
2014-05-27,72,False
2014-05-28,0,False
2014-05-29,38,False
2014-05-30,0,False
2014-05-31,0,False
