date,FB stock,isPartial
2016-11-01,30,False
2016-11-02,85,False
2016-11-03,100,False
2016-11-04,50,False
2016-11-05,13,False
2016-11-06,9,False
2016-11-07,37,False
2016-11-08,37,False
2016-11-09,54,False
2016-11-10,48,False
2016-11-11,44,False
2016-11-12,11,False
2016-11-13,8,False
2016-11-14,43,False
2016-11-15,49,False
2016-11-16,45,False
2016-11-17,44,False
2016-11-18,44,False
2016-11-19,15,False
2016-11-20,8,False
2016-11-21,38,False
2016-11-22,43,False
2016-11-23,33,False
2016-11-24,10,False
2016-11-25,21,False
2016-11-26,8,False
2016-11-27,6,False
2016-11-28,24,False
2016-11-29,27,False
2016-11-30,31,False
