date,MCD stock,isPartial
2014-02-01,62,False
2014-02-02,26,False
2014-02-03,68,False
2014-02-04,89,False
2014-02-05,34,False
2014-02-06,41,False
2014-02-07,85,False
2014-02-08,39,False
2014-02-09,43,False
2014-02-10,44,False
2014-02-11,52,False
2014-02-12,45,False
2014-02-13,53,False
2014-02-14,63,False
2014-02-15,80,False
2014-02-16,26,False
2014-02-17,23,False
2014-02-18,44,False
2014-02-19,91,False
2014-02-20,61,False
2014-02-21,55,False
2014-02-22,53,False
2014-02-23,0,False
2014-02-24,52,False
2014-02-25,52,False
2014-02-26,100,False
2014-02-27,68,False
2014-02-28,55,False
