date,SBUX stock,isPartial
2013-03-01,41,False
2013-03-02,23,False
2013-03-03,0,False
2013-03-04,68,False
2013-03-05,30,False
2013-03-06,59,False
2013-03-07,100,False
2013-03-08,41,False
2013-03-09,23,False
2013-03-10,0,False
2013-03-11,29,False
2013-03-12,38,False
2013-03-13,0,False
2013-03-14,39,False
2013-03-15,20,False
2013-03-16,23,False
2013-03-17,23,False
2013-03-18,38,False
2013-03-19,77,False
2013-03-20,39,False
2013-03-21,39,False
2013-03-22,30,False
2013-03-23,23,False
2013-03-24,0,False
2013-03-25,39,False
2013-03-26,20,False
2013-03-27,50,False
2013-03-28,31,False
2013-03-29,22,False
2013-03-30,24,False
2013-03-31,0,False
