date,GILD stock,isPartial
2016-05-01,19,False
2016-05-02,94,False
2016-05-03,76,False
2016-05-04,76,False
2016-05-05,78,False
2016-05-06,52,False
2016-05-07,13,False
2016-05-08,25,False
2016-05-09,82,False
2016-05-10,83,False
2016-05-11,77,False
2016-05-12,73,False
2016-05-13,56,False
2016-05-14,14,False
2016-05-15,19,False
2016-05-16,84,False
2016-05-17,62,False
2016-05-18,67,False
2016-05-19,52,False
2016-05-20,100,False
2016-05-21,16,False
2016-05-22,19,False
2016-05-23,72,False
2016-05-24,81,False
2016-05-25,68,False
2016-05-26,60,False
2016-05-27,67,False
2016-05-28,19,False
2016-05-29,10,False
2016-05-30,21,False
2016-05-31,76,False
