date,PFE stock,isPartial
2018-03-01,77,False
2018-03-02,52,False
2018-03-03,36,False
2018-03-04,17,False
2018-03-05,89,False
2018-03-06,84,False
2018-03-07,90,False
2018-03-08,91,False
2018-03-09,85,False
2018-03-10,32,False
2018-03-11,11,False
2018-03-12,76,False
2018-03-13,80,False
2018-03-14,59,False
2018-03-15,63,False
2018-03-16,81,False
2018-03-17,22,False
2018-03-18,11,False
2018-03-19,75,False
2018-03-20,75,False
2018-03-21,68,False
2018-03-22,63,False
2018-03-23,85,False
2018-03-24,18,False
2018-03-25,14,False
2018-03-26,100,False
2018-03-27,85,False
2018-03-28,81,False
2018-03-29,61,False
2018-03-30,36,False
2018-03-31,15,False
