date,GOOG stock,isPartial
2019-02-01,38,False
2019-02-02,4,False
2019-02-03,6,False
2019-02-04,93,False
2019-02-05,100,False
2019-02-06,56,False
2019-02-07,27,False
2019-02-08,22,False
2019-02-09,11,False
2019-02-10,4,False
2019-02-11,17,False
2019-02-12,27,False
2019-02-13,23,False
2019-02-14,29,False
2019-02-15,26,False
2019-02-16,10,False
2019-02-17,4,False
2019-02-18,10,False
2019-02-19,19,False
2019-02-20,29,False
2019-02-21,21,False
2019-02-22,27,False
2019-02-23,10,False
2019-02-24,4,False
2019-02-25,23,False
2019-02-26,17,False
2019-02-27,24,False
2019-02-28,18,False
