date,GOOG stock,isPartial
2017-11-01,100,False
2017-11-02,88,False
2017-11-03,76,False
2017-11-04,17,False
2017-11-05,20,False
2017-11-06,71,False
2017-11-07,62,False
2017-11-08,87,False
2017-11-09,60,False
2017-11-10,67,False
2017-11-11,28,False
2017-11-12,14,False
2017-11-13,46,False
2017-11-14,56,False
2017-11-15,56,False
2017-11-16,47,False
2017-11-17,71,False
2017-11-18,12,False
2017-11-19,23,False
2017-11-20,51,False
2017-11-21,71,False
2017-11-22,72,False
2017-11-23,29,False
2017-11-24,45,False
2017-11-25,26,False
2017-11-26,23,False
2017-11-27,74,False
2017-11-28,63,False
2017-11-29,88,False
2017-11-30,74,False
