date,AAPL stock,isPartial
2013-05-01,73,False
2013-05-02,87,False
2013-05-03,96,False
2013-05-04,30,False
2013-05-05,17,False
2013-05-06,81,False
2013-05-07,82,False
2013-05-08,73,False
2013-05-09,89,False
2013-05-10,71,False
2013-05-11,15,False
2013-05-12,4,False
2013-05-13,55,False
2013-05-14,75,False
2013-05-15,100,False
2013-05-16,52,False
2013-05-17,55,False
2013-05-18,21,False
2013-05-19,13,False
2013-05-20,69,False
2013-05-21,71,False
2013-05-22,49,False
2013-05-23,72,False
2013-05-24,59,False
2013-05-25,23,False
2013-05-26,11,False
2013-05-27,19,False
2013-05-28,50,False
2013-05-29,53,False
2013-05-30,49,False
2013-05-31,54,False
