date,EBAY stock,isPartial
2014-05-01,54,False
2014-05-02,63,False
2014-05-03,41,False
2014-05-04,35,False
2014-05-05,58,False
2014-05-06,66,False
2014-05-07,55,False
2014-05-08,50,False
2014-05-09,63,False
2014-05-10,44,False
2014-05-11,41,False
2014-05-12,55,False
2014-05-13,54,False
2014-05-14,50,False
2014-05-15,59,False
2014-05-16,55,False
2014-05-17,24,False
2014-05-18,55,False
2014-05-19,37,False
2014-05-20,57,False
2014-05-21,100,False
2014-05-22,69,False
2014-05-23,71,False
2014-05-24,57,False
2014-05-25,43,False
2014-05-26,44,False
2014-05-27,56,False
2014-05-28,59,False
2014-05-29,55,False
2014-05-30,49,False
2014-05-31,43,False
