date,TXN stock,isPartial
2018-06-01,100,False
2018-06-02,21,False
2018-06-03,14,False
2018-06-04,78,False
2018-06-05,47,False
2018-06-06,72,False
2018-06-07,84,False
2018-06-08,69,False
2018-06-09,14,False
2018-06-10,0,False
2018-06-11,35,False
2018-06-12,39,False
2018-06-13,45,False
2018-06-14,59,False
2018-06-15,69,False
2018-06-16,28,False
2018-06-17,34,False
2018-06-18,35,False
2018-06-19,41,False
2018-06-20,47,False
2018-06-21,42,False
2018-06-22,56,False
2018-06-23,14,False
2018-06-24,27,False
2018-06-25,88,False
2018-06-26,23,False
2018-06-27,41,False
2018-06-28,59,False
2018-06-29,38,False
2018-06-30,41,False
