date,MAT stock,isPartial
2017-03-01,95,False
2017-03-02,59,False
2017-03-03,100,False
2017-03-04,36,False
2017-03-05,41,False
2017-03-06,70,False
2017-03-07,69,False
2017-03-08,48,False
2017-03-09,72,False
2017-03-10,67,False
2017-03-11,98,False
2017-03-12,0,False
2017-03-13,30,False
2017-03-14,48,False
2017-03-15,41,False
2017-03-16,74,False
2017-03-17,64,False
2017-03-18,28,False
2017-03-19,28,False
2017-03-20,82,False
2017-03-21,49,False
2017-03-22,48,False
2017-03-23,25,False
2017-03-24,84,False
2017-03-25,28,False
2017-03-26,28,False
2017-03-27,32,False
2017-03-28,25,False
2017-03-29,74,False
2017-03-30,50,False
2017-03-31,26,False
