date,CTSH stock,isPartial
2014-12-01,58,False
2014-12-02,39,False
2014-12-03,60,False
2014-12-04,100,False
2014-12-05,42,False
2014-12-06,0,False
2014-12-07,0,False
2014-12-08,40,False
2014-12-09,79,False
2014-12-10,60,False
2014-12-11,41,False
2014-12-12,85,False
2014-12-13,0,False
2014-12-14,47,False
2014-12-15,81,False
2014-12-16,67,False
2014-12-17,41,False
2014-12-18,63,False
2014-12-19,58,False
2014-12-20,0,False
2014-12-21,0,False
2014-12-22,64,False
2014-12-23,74,False
2014-12-24,74,False
2014-12-25,54,False
2014-12-26,95,False
2014-12-27,0,False
2014-12-28,48,False
2014-12-29,71,False
2014-12-30,43,False
2014-12-31,48,False
