date,AAPL stock,isPartial
2018-01-01,10,False
2018-01-02,56,False
2018-01-03,64,False
2018-01-04,60,False
2018-01-05,70,False
2018-01-06,12,False
2018-01-07,8,False
2018-01-08,48,False
2018-01-09,57,False
2018-01-10,53,False
2018-01-11,59,False
2018-01-12,66,False
2018-01-13,17,False
2018-01-14,7,False
2018-01-15,22,False
2018-01-16,56,False
2018-01-17,59,False
2018-01-18,79,False
2018-01-19,64,False
2018-01-20,14,False
2018-01-21,5,False
2018-01-22,58,False
2018-01-23,74,False
2018-01-24,65,False
2018-01-25,68,False
2018-01-26,76,False
2018-01-27,22,False
2018-01-28,13,False
2018-01-29,88,False
2018-01-30,93,False
2018-01-31,100,False
