date,FB stock,isPartial
2013-02-01,100,False
2013-02-02,12,False
2013-02-03,24,False
2013-02-04,66,False
2013-02-05,66,False
2013-02-06,42,False
2013-02-07,50,False
2013-02-08,46,False
2013-02-09,21,False
2013-02-10,2,False
2013-02-11,39,False
2013-02-12,48,False
2013-02-13,50,False
2013-02-14,36,False
2013-02-15,48,False
2013-02-16,25,False
2013-02-17,12,False
2013-02-18,22,False
2013-02-19,38,False
2013-02-20,33,False
2013-02-21,41,False
2013-02-22,38,False
2013-02-23,18,False
2013-02-24,14,False
2013-02-25,37,False
2013-02-26,42,False
2013-02-27,44,False
2013-02-28,36,False
