date,KO stock,isPartial
2012-06-01,37,False
2012-06-02,53,False
2012-06-03,17,False
2012-06-04,49,False
2012-06-05,14,False
2012-06-06,28,False
2012-06-07,44,False
2012-06-08,37,False
2012-06-09,26,False
2012-06-10,35,False
2012-06-11,14,False
2012-06-12,14,False
2012-06-13,50,False
2012-06-14,0,False
2012-06-15,90,False
2012-06-16,35,False
2012-06-17,18,False
2012-06-18,14,False
2012-06-19,14,False
2012-06-20,28,False
2012-06-21,50,False
2012-06-22,23,False
2012-06-23,18,False
2012-06-24,27,False
2012-06-25,28,False
2012-06-26,42,False
2012-06-27,100,False
2012-06-28,36,False
2012-06-29,84,False
2012-06-30,18,False
