date,ATVI stock,isPartial
2012-06-01,100,False
2012-06-02,0,False
2012-06-03,38,False
2012-06-04,31,False
2012-06-05,0,False
2012-06-06,78,False
2012-06-07,64,False
2012-06-08,33,False
2012-06-09,38,False
2012-06-10,0,False
2012-06-11,0,False
2012-06-12,0,False
2012-06-13,31,False
2012-06-14,0,False
2012-06-15,66,False
2012-06-16,0,False
2012-06-17,39,False
2012-06-18,0,False
2012-06-19,31,False
2012-06-20,0,False
2012-06-21,32,False
2012-06-22,34,False
2012-06-23,0,False
2012-06-24,0,False
2012-06-25,0,False
2012-06-26,0,False
2012-06-27,32,False
2012-06-28,32,False
2012-06-29,34,False
2012-06-30,0,False
