date,COST stock,isPartial
2013-01-01,31,False
2013-01-02,100,False
2013-01-03,84,False
2013-01-04,56,False
2013-01-05,53,False
2013-01-06,50,False
2013-01-07,71,False
2013-01-08,76,False
2013-01-09,57,False
2013-01-10,76,False
2013-01-11,73,False
2013-01-12,46,False
2013-01-13,51,False
2013-01-14,47,False
2013-01-15,58,False
2013-01-16,77,False
2013-01-17,64,False
2013-01-18,83,False
2013-01-19,51,False
2013-01-20,57,False
2013-01-21,66,False
2013-01-22,58,False
2013-01-23,82,False
2013-01-24,83,False
2013-01-25,85,False
2013-01-26,64,False
2013-01-27,60,False
2013-01-28,79,False
2013-01-29,81,False
2013-01-30,71,False
2013-01-31,56,False
