date,PEP stock,isPartial
2018-03-01,57,False
2018-03-02,86,False
2018-03-03,28,False
2018-03-04,0,False
2018-03-05,48,False
2018-03-06,57,False
2018-03-07,33,False
2018-03-08,59,False
2018-03-09,87,False
2018-03-10,0,False
2018-03-11,38,False
2018-03-12,57,False
2018-03-13,66,False
2018-03-14,49,False
2018-03-15,50,False
2018-03-16,51,False
2018-03-17,19,False
2018-03-18,56,False
2018-03-19,67,False
2018-03-20,99,False
2018-03-21,58,False
2018-03-22,67,False
2018-03-23,61,False
2018-03-24,29,False
2018-03-25,19,False
2018-03-26,100,False
2018-03-27,51,False
2018-03-28,60,False
2018-03-29,44,False
2018-03-30,19,False
2018-03-31,0,False
