date,MSFT stock,isPartial
2013-07-01,29,False
2013-07-02,19,False
2013-07-03,11,False
2013-07-04,15,False
2013-07-05,20,False
2013-07-06,9,False
2013-07-07,14,False
2013-07-08,14,False
2013-07-09,22,False
2013-07-10,18,False
2013-07-11,52,False
2013-07-12,28,False
2013-07-13,10,False
2013-07-14,8,False
2013-07-15,24,False
2013-07-16,30,False
2013-07-17,17,False
2013-07-18,40,False
2013-07-19,100,False
2013-07-20,31,False
2013-07-21,24,False
2013-07-22,49,False
2013-07-23,44,False
2013-07-24,41,False
2013-07-25,24,False
2013-07-26,23,False
2013-07-27,17,False
2013-07-28,17,False
2013-07-29,11,False
2013-07-30,23,False
2013-07-31,24,False
