date,EBAY stock,isPartial
2015-07-01,31,False
2015-07-02,30,False
2015-07-03,23,False
2015-07-04,21,False
2015-07-05,24,False
2015-07-06,34,False
2015-07-07,38,False
2015-07-08,29,False
2015-07-09,33,False
2015-07-10,30,False
2015-07-11,25,False
2015-07-12,32,False
2015-07-13,38,False
2015-07-14,37,False
2015-07-15,38,False
2015-07-16,57,False
2015-07-17,55,False
2015-07-18,31,False
2015-07-19,31,False
2015-07-20,100,False
2015-07-21,73,False
2015-07-22,48,False
2015-07-23,33,False
2015-07-24,40,False
2015-07-25,20,False
2015-07-26,26,False
2015-07-27,39,False
2015-07-28,32,False
2015-07-29,29,False
2015-07-30,31,False
2015-07-31,28,False
