date,MAT stock,isPartial
2018-09-01,44,False
2018-09-02,89,False
2018-09-03,52,False
2018-09-04,100,False
2018-09-05,25,False
2018-09-06,38,False
2018-09-07,80,False
2018-09-08,29,False
2018-09-09,29,False
2018-09-10,63,False
2018-09-11,75,False
2018-09-12,75,False
2018-09-13,52,False
2018-09-14,53,False
2018-09-15,29,False
2018-09-16,58,False
2018-09-17,76,False
2018-09-18,25,False
2018-09-19,38,False
2018-09-20,51,False
2018-09-21,52,False
2018-09-22,29,False
2018-09-23,28,False
2018-09-24,76,False
2018-09-25,75,False
2018-09-26,75,False
2018-09-27,38,False
2018-09-28,65,False
2018-09-29,29,False
2018-09-30,0,False
