date,PHG stock,isPartial
2017-10-01,45,False
2017-10-02,40,False
2017-10-03,100,False
2017-10-04,40,False
2017-10-05,40,False
2017-10-06,82,False
2017-10-07,46,False
2017-10-08,0,False
2017-10-09,39,False
2017-10-10,59,False
2017-10-11,40,False
2017-10-12,40,False
2017-10-13,41,False
2017-10-14,46,False
2017-10-15,0,False
2017-10-16,59,False
2017-10-17,39,False
2017-10-18,40,False
2017-10-19,0,False
2017-10-20,42,False
2017-10-21,46,False
2017-10-22,0,False
2017-10-23,59,False
2017-10-24,39,False
2017-10-25,59,False
2017-10-26,40,False
2017-10-27,0,False
2017-10-28,45,False
2017-10-29,44,False
2017-10-30,39,False
2017-10-31,40,False
