date,PEP stock,isPartial
2015-10-01,34,False
2015-10-02,28,False
2015-10-03,48,False
2015-10-04,0,False
2015-10-05,34,False
2015-10-06,87,False
2015-10-07,61,False
2015-10-08,41,False
2015-10-09,56,False
2015-10-10,16,False
2015-10-11,0,False
2015-10-12,28,False
2015-10-13,40,False
2015-10-14,94,False
2015-10-15,27,False
2015-10-16,21,False
2015-10-17,0,False
2015-10-18,0,False
2015-10-19,26,False
2015-10-20,66,False
2015-10-21,34,False
2015-10-22,54,False
2015-10-23,28,False
2015-10-24,32,False
2015-10-25,31,False
2015-10-26,99,False
2015-10-27,100,False
2015-10-28,33,False
2015-10-29,68,False
2015-10-30,36,False
2015-10-31,16,False
