date,IBM stock,isPartial
2016-12-01,73,False
2016-12-02,61,False
2016-12-03,22,False
2016-12-04,16,False
2016-12-05,49,False
2016-12-06,48,False
2016-12-07,69,False
2016-12-08,72,False
2016-12-09,58,False
2016-12-10,23,False
2016-12-11,16,False
2016-12-12,65,False
2016-12-13,75,False
2016-12-14,100,False
2016-12-15,84,False
2016-12-16,63,False
2016-12-17,27,False
2016-12-18,12,False
2016-12-19,56,False
2016-12-20,58,False
2016-12-21,61,False
2016-12-22,67,False
2016-12-23,61,False
2016-12-24,26,False
2016-12-25,13,False
2016-12-26,22,False
2016-12-27,50,False
2016-12-28,47,False
2016-12-29,52,False
2016-12-30,55,False
2016-12-31,31,False
