date,COST stock,isPartial
2014-05-01,71,False
2014-05-02,72,False
2014-05-03,40,False
2014-05-04,52,False
2014-05-05,81,False
2014-05-06,100,False
2014-05-07,69,False
2014-05-08,81,False
2014-05-09,89,False
2014-05-10,50,False
2014-05-11,43,False
2014-05-12,79,False
2014-05-13,72,False
2014-05-14,77,False
2014-05-15,82,False
2014-05-16,68,False
2014-05-17,30,False
2014-05-18,36,False
2014-05-19,81,False
2014-05-20,64,False
2014-05-21,69,False
2014-05-22,59,False
2014-05-23,63,False
2014-05-24,40,False
2014-05-25,32,False
2014-05-26,40,False
2014-05-27,58,False
2014-05-28,77,False
2014-05-29,81,False
2014-05-30,60,False
2014-05-31,52,False
