date,PFE stock,isPartial
2016-06-01,48,False
2016-06-02,91,False
2016-06-03,50,False
2016-06-04,19,False
2016-06-05,9,False
2016-06-06,40,False
2016-06-07,56,False
2016-06-08,56,False
2016-06-09,99,False
2016-06-10,59,False
2016-06-11,19,False
2016-06-12,9,False
2016-06-13,79,False
2016-06-14,71,False
2016-06-15,48,False
2016-06-16,56,False
2016-06-17,93,False
2016-06-18,10,False
2016-06-19,9,False
2016-06-20,32,False
2016-06-21,80,False
2016-06-22,48,False
2016-06-23,50,False
2016-06-24,85,False
2016-06-25,10,False
2016-06-26,9,False
2016-06-27,48,False
2016-06-28,32,False
2016-06-29,74,False
2016-06-30,100,False
