date,MSFT stock,isPartial
2015-02-01,41,False
2015-02-02,86,False
2015-02-03,94,False
2015-02-04,75,False
2015-02-05,97,False
2015-02-06,93,False
2015-02-07,30,False
2015-02-08,22,False
2015-02-09,54,False
2015-02-10,66,False
2015-02-11,76,False
2015-02-12,88,False
2015-02-13,100,False
2015-02-14,38,False
2015-02-15,23,False
2015-02-16,28,False
2015-02-17,100,False
2015-02-18,64,False
2015-02-19,69,False
2015-02-20,84,False
2015-02-21,30,False
2015-02-22,20,False
2015-02-23,62,False
2015-02-24,75,False
2015-02-25,63,False
2015-02-26,55,False
2015-02-27,70,False
2015-02-28,15,False
