date,MU stock,isPartial
2015-04-01,67,False
2015-04-02,100,False
2015-04-03,32,False
2015-04-04,0,False
2015-04-05,12,False
2015-04-06,40,False
2015-04-07,32,False
2015-04-08,23,False
2015-04-09,14,False
2015-04-10,35,False
2015-04-11,45,False
2015-04-12,22,False
2015-04-13,19,False
2015-04-14,46,False
2015-04-15,47,False
2015-04-16,52,False
2015-04-17,24,False
2015-04-18,22,False
2015-04-19,33,False
2015-04-20,28,False
2015-04-21,56,False
2015-04-22,47,False
2015-04-23,48,False
2015-04-24,64,False
2015-04-25,22,False
2015-04-26,11,False
2015-04-27,42,False
2015-04-28,46,False
2015-04-29,70,False
2015-04-30,48,False
