date,MAT stock,isPartial
2016-11-01,47,False
2016-11-02,83,False
2016-11-03,28,False
2016-11-04,67,False
2016-11-05,32,False
2016-11-06,31,False
2016-11-07,45,False
2016-11-08,27,False
2016-11-09,100,False
2016-11-10,28,False
2016-11-11,86,False
2016-11-12,0,False
2016-11-13,72,False
2016-11-14,64,False
2016-11-15,68,False
2016-11-16,41,False
2016-11-17,55,False
2016-11-18,57,False
2016-11-19,42,False
2016-11-20,0,False
2016-11-21,80,False
2016-11-22,36,False
2016-11-23,54,False
2016-11-24,56,False
2016-11-25,56,False
2016-11-26,31,False
2016-11-27,45,False
2016-11-28,51,False
2016-11-29,52,False
2016-11-30,35,False
