date,MSFT stock,isPartial
2014-09-01,18,False
2014-09-02,53,False
2014-09-03,56,False
2014-09-04,57,False
2014-09-05,86,False
2014-09-06,12,False
2014-09-07,15,False
2014-09-08,66,False
2014-09-09,82,False
2014-09-10,74,False
2014-09-11,87,False
2014-09-12,48,False
2014-09-13,28,False
2014-09-14,18,False
2014-09-15,56,False
2014-09-16,81,False
2014-09-17,77,False
2014-09-18,100,False
2014-09-19,86,False
2014-09-20,24,False
2014-09-21,33,False
2014-09-22,60,False
2014-09-23,60,False
2014-09-24,61,False
2014-09-25,72,False
2014-09-26,56,False
2014-09-27,21,False
2014-09-28,18,False
2014-09-29,58,False
2014-09-30,53,False
