date,AAPL stock,isPartial
2015-06-01,71,False
2015-06-02,71,False
2015-06-03,70,False
2015-06-04,83,False
2015-06-05,75,False
2015-06-06,27,False
2015-06-07,15,False
2015-06-08,100,False
2015-06-09,88,False
2015-06-10,95,False
2015-06-11,75,False
2015-06-12,43,False
2015-06-13,12,False
2015-06-14,18,False
2015-06-15,65,False
2015-06-16,60,False
2015-06-17,61,False
2015-06-18,73,False
2015-06-19,56,False
2015-06-20,10,False
2015-06-21,10,False
2015-06-22,83,False
2015-06-23,62,False
2015-06-24,91,False
2015-06-25,76,False
2015-06-26,69,False
2015-06-27,10,False
2015-06-28,16,False
2015-06-29,77,False
2015-06-30,81,False
