date,PFE stock,isPartial
2012-03-01,52,False
2012-03-02,67,False
2012-03-03,0,False
2012-03-04,30,False
2012-03-05,26,False
2012-03-06,49,False
2012-03-07,49,False
2012-03-08,51,False
2012-03-09,26,False
2012-03-10,0,False
2012-03-11,0,False
2012-03-12,24,False
2012-03-13,24,False
2012-03-14,37,False
2012-03-15,25,False
2012-03-16,26,False
2012-03-17,0,False
2012-03-18,0,False
2012-03-19,49,False
2012-03-20,49,False
2012-03-21,0,False
2012-03-22,51,False
2012-03-23,27,False
2012-03-24,0,False
2012-03-25,0,False
2012-03-26,50,False
2012-03-27,25,False
2012-03-28,100,False
2012-03-29,25,False
2012-03-30,0,False
2012-03-31,30,False
