date,DIS stock,isPartial
2018-11-01,22,False
2018-11-02,12,False
2018-11-03,2,False
2018-11-04,5,False
2018-11-05,17,False
2018-11-06,17,False
2018-11-07,28,False
2018-11-08,58,False
2018-11-09,100,False
2018-11-10,14,False
2018-11-11,4,False
2018-11-12,19,False
2018-11-13,26,False
2018-11-14,37,False
2018-11-15,30,False
2018-11-16,25,False
2018-11-17,10,False
2018-11-18,6,False
2018-11-19,33,False
2018-11-20,30,False
2018-11-21,27,False
2018-11-22,13,False
2018-11-23,15,False
2018-11-24,8,False
2018-11-25,7,False
2018-11-26,25,False
2018-11-27,25,False
2018-11-28,31,False
2018-11-29,35,False
2018-11-30,32,False
