date,EBAY stock,isPartial
2013-06-01,61,False
2013-06-02,49,False
2013-06-03,81,False
2013-06-04,67,False
2013-06-05,72,False
2013-06-06,76,False
2013-06-07,83,False
2013-06-08,68,False
2013-06-09,55,False
2013-06-10,71,False
2013-06-11,79,False
2013-06-12,67,False
2013-06-13,72,False
2013-06-14,86,False
2013-06-15,52,False
2013-06-16,59,False
2013-06-17,91,False
2013-06-18,76,False
2013-06-19,67,False
2013-06-20,65,False
2013-06-21,71,False
2013-06-22,54,False
2013-06-23,66,False
2013-06-24,68,False
2013-06-25,63,False
2013-06-26,100,False
2013-06-27,90,False
2013-06-28,77,False
2013-06-29,33,False
2013-06-30,50,False
