date,KO stock,isPartial
2018-08-01,28,False
2018-08-02,50,False
2018-08-03,41,False
2018-08-04,28,False
2018-08-05,5,False
2018-08-06,28,False
2018-08-07,31,False
2018-08-08,66,False
2018-08-09,59,False
2018-08-10,37,False
2018-08-11,0,False
2018-08-12,13,False
2018-08-13,28,False
2018-08-14,48,False
2018-08-15,52,False
2018-08-16,84,False
2018-08-17,32,False
2018-08-18,9,False
2018-08-19,9,False
2018-08-20,73,False
2018-08-21,60,False
2018-08-22,29,False
2018-08-23,36,False
2018-08-24,33,False
2018-08-25,9,False
2018-08-26,18,False
2018-08-27,47,False
2018-08-28,55,False
2018-08-29,47,False
2018-08-30,35,False
2018-08-31,100,False
