date,COST stock,isPartial
2012-12-01,52,False
2012-12-02,51,False
2012-12-03,86,False
2012-12-04,76,False
2012-12-05,86,False
2012-12-06,100,False
2012-12-07,76,False
2012-12-08,63,False
2012-12-09,64,False
2012-12-10,64,False
2012-12-11,72,False
2012-12-12,65,False
2012-12-13,66,False
2012-12-14,45,False
2012-12-15,36,False
2012-12-16,51,False
2012-12-17,89,False
2012-12-18,58,False
2012-12-19,48,False
2012-12-20,58,False
2012-12-21,44,False
2012-12-22,50,False
2012-12-23,29,False
2012-12-24,45,False
2012-12-25,25,False
2012-12-26,54,False
2012-12-27,54,False
2012-12-28,35,False
2012-12-29,33,False
2012-12-30,23,False
2012-12-31,53,False
