date,GS stock,isPartial
2013-06-01,24,False
2013-06-02,48,False
2013-06-03,0,False
2013-06-04,90,False
2013-06-05,30,False
2013-06-06,31,False
2013-06-07,64,False
2013-06-08,0,False
2013-06-09,0,False
2013-06-10,30,False
2013-06-11,49,False
2013-06-12,40,False
2013-06-13,20,False
2013-06-14,64,False
2013-06-15,25,False
2013-06-16,24,False
2013-06-17,20,False
2013-06-18,60,False
2013-06-19,20,False
2013-06-20,51,False
2013-06-21,43,False
2013-06-22,25,False
2013-06-23,25,False
2013-06-24,20,False
2013-06-25,40,False
2013-06-26,30,False
2013-06-27,41,False
2013-06-28,64,False
2013-06-29,100,False
2013-06-30,0,False
