date,MCD stock,isPartial
2017-12-01,100,False
2017-12-02,22,False
2017-12-03,11,False
2017-12-04,54,False
2017-12-05,73,False
2017-12-06,45,False
2017-12-07,34,False
2017-12-08,91,False
2017-12-09,20,False
2017-12-10,13,False
2017-12-11,42,False
2017-12-12,55,False
2017-12-13,50,False
2017-12-14,42,False
2017-12-15,63,False
2017-12-16,20,False
2017-12-17,14,False
2017-12-18,87,False
2017-12-19,47,False
2017-12-20,73,False
2017-12-21,52,False
2017-12-22,32,False
2017-12-23,13,False
2017-12-24,12,False
2017-12-25,9,False
2017-12-26,38,False
2017-12-27,52,False
2017-12-28,44,False
2017-12-29,56,False
2017-12-30,26,False
2017-12-31,24,False
