date,PFE stock,isPartial
2014-05-01,48,False
2014-05-02,40,False
2014-05-03,18,False
2014-05-04,17,False
2014-05-05,59,False
2014-05-06,73,False
2014-05-07,65,False
2014-05-08,60,False
2014-05-09,100,False
2014-05-10,17,False
2014-05-11,17,False
2014-05-12,65,False
2014-05-13,72,False
2014-05-14,87,False
2014-05-15,59,False
2014-05-16,53,False
2014-05-17,36,False
2014-05-18,26,False
2014-05-19,51,False
2014-05-20,44,False
2014-05-21,40,False
2014-05-22,48,False
2014-05-23,67,False
2014-05-24,20,False
2014-05-25,39,False
2014-05-26,33,False
2014-05-27,31,False
2014-05-28,40,False
2014-05-29,25,False
2014-05-30,59,False
2014-05-31,40,False
