date,PEP stock,isPartial
2012-11-01,30,False
2012-11-02,0,False
2012-11-03,34,False
2012-11-04,0,False
2012-11-05,0,False
2012-11-06,28,False
2012-11-07,28,False
2012-11-08,43,False
2012-11-09,30,False
2012-11-10,85,False
2012-11-11,100,False
2012-11-12,57,False
2012-11-13,28,False
2012-11-14,28,False
2012-11-15,29,False
2012-11-16,74,False
2012-11-17,33,False
2012-11-18,33,False
2012-11-19,55,False
2012-11-20,28,False
2012-11-21,86,False
2012-11-22,0,False
2012-11-23,0,False
2012-11-24,68,False
2012-11-25,0,False
2012-11-26,54,False
2012-11-27,82,False
2012-11-28,69,False
2012-11-29,28,False
2012-11-30,29,False
