date,MDLZ stock,isPartial
2017-02-01,49,False
2017-02-02,17,False
2017-02-03,17,False
2017-02-04,0,False
2017-02-05,0,False
2017-02-06,16,False
2017-02-07,33,False
2017-02-08,50,False
2017-02-09,17,False
2017-02-10,18,False
2017-02-11,0,False
2017-02-12,19,False
2017-02-13,16,False
2017-02-14,17,False
2017-02-15,0,False
2017-02-16,25,False
2017-02-17,100,False
2017-02-18,0,False
2017-02-19,19,False
2017-02-20,25,False
2017-02-21,41,False
2017-02-22,42,False
2017-02-23,25,False
2017-02-24,26,False
2017-02-25,0,False
2017-02-26,19,False
2017-02-27,24,False
2017-02-28,41,False
