date,HD stock,isPartial
2014-06-01,76,False
2014-06-02,76,False
2014-06-03,89,False
2014-06-04,71,False
2014-06-05,59,False
2014-06-06,57,False
2014-06-07,40,False
2014-06-08,73,False
2014-06-09,92,False
2014-06-10,74,False
2014-06-11,54,False
2014-06-12,100,False
2014-06-13,61,False
2014-06-14,55,False
2014-06-15,60,False
2014-06-16,31,False
2014-06-17,90,False
2014-06-18,78,False
2014-06-19,84,False
2014-06-20,58,False
2014-06-21,91,False
2014-06-22,50,False
2014-06-23,86,False
2014-06-24,77,False
2014-06-25,59,False
2014-06-26,82,False
2014-06-27,77,False
2014-06-28,96,False
2014-06-29,61,False
2014-06-30,69,False
