date,FB stock,isPartial
2013-04-01,55,False
2013-04-02,46,False
2013-04-03,54,False
2013-04-04,100,False
2013-04-05,89,False
2013-04-06,32,False
2013-04-07,25,False
2013-04-08,54,False
2013-04-09,58,False
2013-04-10,63,False
2013-04-11,73,False
2013-04-12,84,False
2013-04-13,26,False
2013-04-14,15,False
2013-04-15,74,False
2013-04-16,67,False
2013-04-17,51,False
2013-04-18,70,False
2013-04-19,53,False
2013-04-20,20,False
2013-04-21,10,False
2013-04-22,59,False
2013-04-23,75,False
2013-04-24,52,False
2013-04-25,63,False
2013-04-26,49,False
2013-04-27,36,False
2013-04-28,18,False
2013-04-29,58,False
2013-04-30,67,False
