date,PEP stock,isPartial
2012-10-01,53,False
2012-10-02,35,False
2012-10-03,0,False
2012-10-04,52,False
2012-10-05,54,False
2012-10-06,0,False
2012-10-07,0,False
2012-10-08,34,False
2012-10-09,0,False
2012-10-10,51,False
2012-10-11,34,False
2012-10-12,36,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,50,False
2012-10-16,50,False
2012-10-17,100,False
2012-10-18,34,False
2012-10-19,36,False
2012-10-20,81,False
2012-10-21,0,False
2012-10-22,67,False
2012-10-23,33,False
2012-10-24,50,False
2012-10-25,34,False
2012-10-26,36,False
2012-10-27,42,False
2012-10-28,0,False
2012-10-29,0,False
2012-10-30,49,False
2012-10-31,34,False
