date,EXPE stock,isPartial
2013-08-01,39,False
2013-08-02,55,False
2013-08-03,47,False
2013-08-04,0,False
2013-08-05,52,False
2013-08-06,58,False
2013-08-07,78,False
2013-08-08,40,False
2013-08-09,62,False
2013-08-10,48,False
2013-08-11,47,False
2013-08-12,58,False
2013-08-13,38,False
2013-08-14,39,False
2013-08-15,40,False
2013-08-16,0,False
2013-08-17,0,False
2013-08-18,0,False
2013-08-19,38,False
2013-08-20,76,False
2013-08-21,38,False
2013-08-22,39,False
2013-08-23,100,False
2013-08-24,61,False
2013-08-25,0,False
2013-08-26,37,False
2013-08-27,55,False
2013-08-28,55,False
2013-08-29,56,False
2013-08-30,39,False
2013-08-31,0,False
